Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Myanmar","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","65"
"Forestry Production and Trade","Myanmar","Import Quantity","Dissolving wood pulp","2016","323"
"Forestry Production and Trade","Myanmar","Production","Pulp from fibres other than wood","2016","38600"
"Forestry Production and Trade","Myanmar","Import Quantity","Pulp from fibres other than wood","2016","470"
"Forestry Production and Trade","Myanmar","Export Quantity","Pulp from fibres other than wood","2016","524"
"Forestry Production and Trade","Myanmar","Production","Recovered paper","2016","38000"
"Forestry Production and Trade","Myanmar","Import Quantity","Recovered paper","2016","166"
"Forestry Production and Trade","Myanmar","Export Quantity","Recovered paper","2016","3989"
"Forestry Production and Trade","Myanmar","Production","Newsprint","2016","5400"
"Forestry Production and Trade","Myanmar","Import Quantity","Newsprint","2016","25396"
"Forestry Production and Trade","Myanmar","Export Quantity","Newsprint","2016","414"
"Forestry Production and Trade","Myanmar","Production","Printing and writing papers","2016","13700"
"Forestry Production and Trade","Myanmar","Import Quantity","Printing and writing papers","2016","90168"
"Forestry Production and Trade","Myanmar","Export Quantity","Printing and writing papers","2016","186"
"Forestry Production and Trade","Myanmar","Production","Printing and writing papers, uncoated, mechanical","2016","8100"
"Forestry Production and Trade","Myanmar","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","10542"
"Forestry Production and Trade","Myanmar","Production","Printing and writing papers, uncoated, wood free","2016","5600"
"Forestry Production and Trade","Myanmar","Import Quantity","Printing and writing papers, uncoated, wood free","2016","61110"
"Forestry Production and Trade","Myanmar","Export Quantity","Printing and writing papers, uncoated, wood free","2016","76"
"Forestry Production and Trade","Myanmar","Import Quantity","Printing and writing papers, coated","2016","18516"
"Forestry Production and Trade","Myanmar","Export Quantity","Printing and writing papers, coated","2016","110"
"Forestry Production and Trade","Myanmar","Production","Other paper and paperboard","2016","26000"
"Forestry Production and Trade","Myanmar","Import Quantity","Other paper and paperboard","2016","90161"
"Forestry Production and Trade","Myanmar","Export Quantity","Other paper and paperboard","2016","262"
"Forestry Production and Trade","Myanmar","Production","Household and sanitary papers","2016","700"
"Forestry Production and Trade","Myanmar","Import Quantity","Household and sanitary papers","2016","5632"
"Forestry Production and Trade","Myanmar","Export Quantity","Household and sanitary papers","2016","6"
"Forestry Production and Trade","Myanmar","Production","Wrapping and packaging paper and paperboard","2016","23800"
"Forestry Production and Trade","Myanmar","Import Quantity","Wrapping and packaging paper and paperboard","2016","40155"
"Forestry Production and Trade","Myanmar","Export Quantity","Wrapping and packaging paper and paperboard","2016","235"
"Forestry Production and Trade","Myanmar","Import Quantity","Case materials","2016","3142"
"Forestry Production and Trade","Myanmar","Export Quantity","Case materials","2016","24"
"Forestry Production and Trade","Myanmar","Production","Cartonboard","2016","1100"
"Forestry Production and Trade","Myanmar","Import Quantity","Cartonboard","2016","12838"
"Forestry Production and Trade","Myanmar","Export Quantity","Cartonboard","2016","16"
"Forestry Production and Trade","Myanmar","Production","Wrapping papers","2016","4600"
"Forestry Production and Trade","Myanmar","Import Quantity","Wrapping papers","2016","15354"
"Forestry Production and Trade","Myanmar","Export Quantity","Wrapping papers","2016","160"
"Forestry Production and Trade","Myanmar","Production","Other papers mainly for packaging","2016","18100"
"Forestry Production and Trade","Myanmar","Import Quantity","Other papers mainly for packaging","2016","8821"
"Forestry Production and Trade","Myanmar","Export Quantity","Other papers mainly for packaging","2016","35"
"Forestry Production and Trade","Myanmar","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","1500"
"Forestry Production and Trade","Myanmar","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","44374"
"Forestry Production and Trade","Myanmar","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","21"
"Forestry Production and Trade","Namibia","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Namibia","Production","Wood fuel, non-coniferous (production)","2016","1342754"
"Forestry Production and Trade","Namibia","Import Quantity","Wood fuel, all species (export/import)","2016","705"
"Forestry Production and Trade","Namibia","Export Quantity","Wood fuel, all species (export/import)","2016","27573"
"Forestry Production and Trade","Namibia","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","1835"
"Forestry Production and Trade","Namibia","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","1683"
"Forestry Production and Trade","Namibia","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","3403"
"Forestry Production and Trade","Namibia","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","324"
"Forestry Production and Trade","Namibia","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","0"
"Forestry Production and Trade","Namibia","Production","Wood charcoal","2016","160980"
"Forestry Production and Trade","Namibia","Import Quantity","Wood charcoal","2016","52"
"Forestry Production and Trade","Namibia","Export Quantity","Wood charcoal","2016","98072"
"Forestry Production and Trade","Namibia","Import Quantity","Wood chips and particles","2016","32"
"Forestry Production and Trade","Namibia","Export Quantity","Wood chips and particles","2016","776"
"Forestry Production and Trade","Namibia","Import Quantity","Wood residues","2016","1868"
"Forestry Production and Trade","Namibia","Export Quantity","Wood residues","2016","72"
"Forestry Production and Trade","Namibia","Import Quantity","Wood pellets","2016","2"
"Forestry Production and Trade","Namibia","Export Quantity","Wood pellets","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Sawnwood, coniferous","2016","40558"
"Forestry Production and Trade","Namibia","Export Quantity","Sawnwood, coniferous","2016","505"
"Forestry Production and Trade","Namibia","Import Quantity","Sawnwood, non-coniferous all","2016","4420"
"Forestry Production and Trade","Namibia","Export Quantity","Sawnwood, non-coniferous all","2016","2"
"Forestry Production and Trade","Namibia","Import Quantity","Veneer sheets","2016","614"
"Forestry Production and Trade","Namibia","Export Quantity","Veneer sheets","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Plywood","2016","6476"
"Forestry Production and Trade","Namibia","Export Quantity","Plywood","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Particle board","2016","21069"
"Forestry Production and Trade","Namibia","Export Quantity","Particle board","2016","28"
"Forestry Production and Trade","Namibia","Import Quantity","OSB","2016","591"
"Forestry Production and Trade","Namibia","Import Quantity","Hardboard","2016","53"
"Forestry Production and Trade","Namibia","Export Quantity","Hardboard","2016","2"
"Forestry Production and Trade","Namibia","Import Quantity","MDF/HDF","2016","150"
"Forestry Production and Trade","Namibia","Export Quantity","MDF/HDF","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Other fibreboard","2016","621"
"Forestry Production and Trade","Namibia","Export Quantity","Other fibreboard","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Mechanical wood pulp","2016","0"
"Forestry Production and Trade","Namibia","Export Quantity","Mechanical wood pulp","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Semi-chemical wood pulp","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Chemical wood pulp","2016","34"
"Forestry Production and Trade","Namibia","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","34"
"Forestry Production and Trade","Namibia","Import Quantity","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Namibia","Export Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Pulp from fibres other than wood","2016","5"
"Forestry Production and Trade","Namibia","Production","Recovered paper","2016","14000"
"Forestry Production and Trade","Namibia","Import Quantity","Recovered paper","2016","0"
"Forestry Production and Trade","Namibia","Export Quantity","Recovered paper","2016","14047"
"Forestry Production and Trade","Namibia","Import Quantity","Newsprint","2016","5142"
"Forestry Production and Trade","Namibia","Export Quantity","Newsprint","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Printing and writing papers","2016","14905"
"Forestry Production and Trade","Namibia","Export Quantity","Printing and writing papers","2016","62"
"Forestry Production and Trade","Namibia","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","2109"
"Forestry Production and Trade","Namibia","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Printing and writing papers, uncoated, wood free","2016","477"
"Forestry Production and Trade","Namibia","Export Quantity","Printing and writing papers, uncoated, wood free","2016","18"
"Forestry Production and Trade","Namibia","Import Quantity","Printing and writing papers, coated","2016","12319"
"Forestry Production and Trade","Namibia","Export Quantity","Printing and writing papers, coated","2016","44"
"Forestry Production and Trade","Namibia","Import Quantity","Other paper and paperboard","2016","19084"
"Forestry Production and Trade","Namibia","Export Quantity","Other paper and paperboard","2016","7968"
"Forestry Production and Trade","Namibia","Import Quantity","Household and sanitary papers","2016","664"
"Forestry Production and Trade","Namibia","Export Quantity","Household and sanitary papers","2016","2"
"Forestry Production and Trade","Namibia","Import Quantity","Wrapping and packaging paper and paperboard","2016","18303"
"Forestry Production and Trade","Namibia","Export Quantity","Wrapping and packaging paper and paperboard","2016","7966"
"Forestry Production and Trade","Namibia","Import Quantity","Case materials","2016","3557"
"Forestry Production and Trade","Namibia","Export Quantity","Case materials","2016","1"
"Forestry Production and Trade","Namibia","Import Quantity","Cartonboard","2016","8172"
"Forestry Production and Trade","Namibia","Export Quantity","Cartonboard","2016","7629"
"Forestry Production and Trade","Namibia","Import Quantity","Wrapping papers","2016","6569"
"Forestry Production and Trade","Namibia","Export Quantity","Wrapping papers","2016","336"
"Forestry Production and Trade","Namibia","Import Quantity","Other papers mainly for packaging","2016","5"
"Forestry Production and Trade","Namibia","Export Quantity","Other papers mainly for packaging","2016","0"
"Forestry Production and Trade","Namibia","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","117"
"Forestry Production and Trade","Namibia","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","0"
"Forestry Production and Trade","Nauru","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","3"
"Forestry Production and Trade","Nauru","Import Quantity","Sawnwood, coniferous","2016","377"
"Forestry Production and Trade","Nauru","Import Quantity","Sawnwood, non-coniferous all","2016","26"
"Forestry Production and Trade","Nauru","Export Quantity","Sawnwood, non-coniferous all","2016","16"
"Forestry Production and Trade","Nauru","Import Quantity","Veneer sheets","2016","25"
"Forestry Production and Trade","Nauru","Export Quantity","Veneer sheets","2016","0"
"Forestry Production and Trade","Nauru","Import Quantity","Plywood","2016","17"
"Forestry Production and Trade","Nauru","Export Quantity","Plywood","2016","0"
"Forestry Production and Trade","Nauru","Import Quantity","Particle board","2016","2"
"Forestry Production and Trade","Nauru","Import Quantity","Printing and writing papers","2016","4"
"Forestry Production and Trade","Nauru","Export Quantity","Printing and writing papers","2016","0"
"Forestry Production and Trade","Nauru","Import Quantity","Other paper and paperboard","2016","30"
"Forestry Production and Trade","Nauru","Export Quantity","Other paper and paperboard","2016","0"
"Forestry Production and Trade","Nepal","Production","Wood fuel, coniferous (production)","2016","56751"
"Forestry Production and Trade","Nepal","Production","Wood fuel, non-coniferous (production)","2016","12055096"
"Forestry Production and Trade","Nepal","Import Quantity","Wood fuel, all species (export/import)","2016","2"
"Forestry Production and Trade","Nepal","Export Quantity","Wood fuel, all species (export/import)","2016","19"
"Forestry Production and Trade","Nepal","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","46"
"Forestry Production and Trade","Nepal","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","34"
"Forestry Production and Trade","Nepal","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","24180"
"Forestry Production and Trade","Nepal","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","0"
"Forestry Production and Trade","Nepal","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","105"
"Forestry Production and Trade","Nepal","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","1"
"Forestry Production and Trade","Nepal","Production","Sawlogs and veneer logs, coniferous","2016","0"
"Forestry Production and Trade","Nepal","Production","Sawlogs and veneer logs, non-coniferous","2016","1300000"
"Forestry Production and Trade","Nepal","Production","Wood charcoal","2016","86602"
"Forestry Production and Trade","Nepal","Import Quantity","Wood charcoal","2016","3"
"Forestry Production and Trade","Nepal","Export Quantity","Wood charcoal","2016","1"
"Forestry Production and Trade","Nepal","Import Quantity","Wood chips and particles","2016","14"
"Forestry Production and Trade","Nepal","Export Quantity","Wood chips and particles","2016","8"
"Forestry Production and Trade","Nepal","Import Quantity","Wood residues","2016","6"
"Forestry Production and Trade","Nepal","Export Quantity","Wood residues","2016","10"
"Forestry Production and Trade","Nepal","Production","Sawnwood, coniferous","2016","20000"
"Forestry Production and Trade","Nepal","Import Quantity","Sawnwood, coniferous","2016","1376"
"Forestry Production and Trade","Nepal","Export Quantity","Sawnwood, coniferous","2016","13"
"Forestry Production and Trade","Nepal","Production","Sawnwood, non-coniferous all","2016","610000"
"Forestry Production and Trade","Nepal","Import Quantity","Sawnwood, non-coniferous all","2016","178"
"Forestry Production and Trade","Nepal","Export Quantity","Sawnwood, non-coniferous all","2016","0"
"Forestry Production and Trade","Nepal","Production","Veneer sheets","2016","39000"
"Forestry Production and Trade","Nepal","Import Quantity","Veneer sheets","2016","2393"
"Forestry Production and Trade","Nepal","Export Quantity","Veneer sheets","2016","832"
"Forestry Production and Trade","Nepal","Production","Plywood","2016","30000"
"Forestry Production and Trade","Nepal","Import Quantity","Plywood","2016","1836"
"Forestry Production and Trade","Nepal","Export Quantity","Plywood","2016","13"
"Forestry Production and Trade","Nepal","Import Quantity","Particle board","2016","159"
"Forestry Production and Trade","Nepal","Export Quantity","Particle board","2016","7"
"Forestry Production and Trade","Nepal","Import Quantity","OSB","2016","17"
"Forestry Production and Trade","Nepal","Import Quantity","Hardboard","2016","373"
"Forestry Production and Trade","Nepal","Import Quantity","MDF/HDF","2016","1279"
"Forestry Production and Trade","Nepal","Export Quantity","MDF/HDF","2016","2"
"Forestry Production and Trade","Nepal","Import Quantity","Other fibreboard","2016","53"
"Forestry Production and Trade","Nepal","Export Quantity","Other fibreboard","2016","5"
"Forestry Production and Trade","Nepal","Import Quantity","Mechanical wood pulp","2016","226"
"Forestry Production and Trade","Nepal","Export Quantity","Mechanical wood pulp","2016","1"
"Forestry Production and Trade","Nepal","Import Quantity","Semi-chemical wood pulp","2016","41"
"Forestry Production and Trade","Nepal","Export Quantity","Semi-chemical wood pulp","2016","43"
"Forestry Production and Trade","Nepal","Import Quantity","Chemical wood pulp","2016","163"
"Forestry Production and Trade","Nepal","Export Quantity","Chemical wood pulp","2016","140"
"Forestry Production and Trade","Nepal","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","1"
"Forestry Production and Trade","Nepal","Export Quantity","Chemical wood pulp, sulphate, unbleached","2016","106"
"Forestry Production and Trade","Nepal","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","110"
"Forestry Production and Trade","Nepal","Export Quantity","Chemical wood pulp, sulphate, bleached","2016","34"
"Forestry Production and Trade","Nepal","Import Quantity","Chemical wood pulp, sulphite, unbleached","2016","16"
"Forestry Production and Trade","Nepal","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","36"
"Forestry Production and Trade","Nepal","Import Quantity","Dissolving wood pulp","2016","4"
"Forestry Production and Trade","Nepal","Export Quantity","Dissolving wood pulp","2016","15"
"Forestry Production and Trade","Nepal","Production","Pulp from fibres other than wood","2016","15000"
"Forestry Production and Trade","Nepal","Import Quantity","Pulp from fibres other than wood","2016","3"
"Forestry Production and Trade","Nepal","Export Quantity","Pulp from fibres other than wood","2016","691"
"Forestry Production and Trade","Nepal","Production","Recovered paper","2016","19000"
"Forestry Production and Trade","Nepal","Import Quantity","Recovered paper","2016","6"
"Forestry Production and Trade","Nepal","Export Quantity","Recovered paper","2016","25755"
"Forestry Production and Trade","Nepal","Import Quantity","Newsprint","2016","2459"
"Forestry Production and Trade","Nepal","Export Quantity","Newsprint","2016","9"
"Forestry Production and Trade","Nepal","Import Quantity","Printing and writing papers","2016","75060"
"Forestry Production and Trade","Nepal","Export Quantity","Printing and writing papers","2016","75"
"Forestry Production and Trade","Nepal","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","5552"
"Forestry Production and Trade","Nepal","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","4"
"Forestry Production and Trade","Nepal","Import Quantity","Printing and writing papers, uncoated, wood free","2016","66427"
"Forestry Production and Trade","Nepal","Export Quantity","Printing and writing papers, uncoated, wood free","2016","65"
"Forestry Production and Trade","Nepal","Import Quantity","Printing and writing papers, coated","2016","3081"
"Forestry Production and Trade","Nepal","Export Quantity","Printing and writing papers, coated","2016","6"
"Forestry Production and Trade","Nepal","Production","Other paper and paperboard","2016","13000"
"Forestry Production and Trade","Nepal","Import Quantity","Other paper and paperboard","2016","65242"
"Forestry Production and Trade","Nepal","Export Quantity","Other paper and paperboard","2016","333"
"Forestry Production and Trade","Nepal","Import Quantity","Household and sanitary papers","2016","228"
"Forestry Production and Trade","Nepal","Export Quantity","Household and sanitary papers","2016","67"
"Forestry Production and Trade","Nepal","Import Quantity","Wrapping and packaging paper and paperboard","2016","62368"
"Forestry Production and Trade","Nepal","Export Quantity","Wrapping and packaging paper and paperboard","2016","153"
"Forestry Production and Trade","Nepal","Import Quantity","Case materials","2016","28424"
"Forestry Production and Trade","Nepal","Export Quantity","Case materials","2016","11"
"Forestry Production and Trade","Nepal","Import Quantity","Cartonboard","2016","7081"
"Forestry Production and Trade","Nepal","Export Quantity","Cartonboard","2016","122"
"Forestry Production and Trade","Nepal","Import Quantity","Wrapping papers","2016","26811"
"Forestry Production and Trade","Nepal","Export Quantity","Wrapping papers","2016","18"
"Forestry Production and Trade","Nepal","Import Quantity","Other papers mainly for packaging","2016","52"
"Forestry Production and Trade","Nepal","Export Quantity","Other papers mainly for packaging","2016","2"
"Forestry Production and Trade","Nepal","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","13000"
"Forestry Production and Trade","Nepal","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","2646"
"Forestry Production and Trade","Nepal","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","113"
"Forestry Production and Trade","Netherlands","Production","Wood fuel, coniferous (production)","2016","140000"
"Forestry Production and Trade","Netherlands","Production","Wood fuel, non-coniferous (production)","2016","1257000"
"Forestry Production and Trade","Netherlands","Import Quantity","Wood fuel, all species (export/import)","2016","17900"
"Forestry Production and Trade","Netherlands","Export Quantity","Wood fuel, all species (export/import)","2016","39800"
"Forestry Production and Trade","Netherlands","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","88008"
"Forestry Production and Trade","Netherlands","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","307609"
"Forestry Production and Trade","Netherlands","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","16200"
"Forestry Production and Trade","Netherlands","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","200"
"Forestry Production and Trade","Netherlands","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","134147"
"Forestry Production and Trade","Netherlands","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","200165"
"Forestry Production and Trade","Netherlands","Production","Sawlogs and veneer logs, coniferous","2016","299534"
"Forestry Production and Trade","Netherlands","Production","Sawlogs and veneer logs, non-coniferous","2016","92535"
"Forestry Production and Trade","Netherlands","Production","Pulpwood, round and split, coniferous (production)","2016","255600"
"Forestry Production and Trade","Netherlands","Production","Pulpwood, round and split, non-coniferous (production)","2016","214103"
"Forestry Production and Trade","Netherlands","Production","Other industrial roundwood, coniferous (production)","2016","8090"
"Forestry Production and Trade","Netherlands","Production","Other industrial roundwood, non-coniferous (production)","2016","4614"
"Forestry Production and Trade","Netherlands","Production","Wood charcoal","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Wood charcoal","2016","31480"
"Forestry Production and Trade","Netherlands","Export Quantity","Wood charcoal","2016","24120"
"Forestry Production and Trade","Netherlands","Production","Wood chips and particles","2016","835000"
"Forestry Production and Trade","Netherlands","Import Quantity","Wood chips and particles","2016","192100"
"Forestry Production and Trade","Netherlands","Export Quantity","Wood chips and particles","2016","150700"
"Forestry Production and Trade","Netherlands","Production","Wood residues","2016","804000"
"Forestry Production and Trade","Netherlands","Import Quantity","Wood residues","2016","240300"
"Forestry Production and Trade","Netherlands","Export Quantity","Wood residues","2016","515700"
"Forestry Production and Trade","Netherlands","Production","Wood pellets","2016","245500"
"Forestry Production and Trade","Netherlands","Import Quantity","Wood pellets","2016","125700"
"Forestry Production and Trade","Netherlands","Export Quantity","Wood pellets","2016","150300"
"Forestry Production and Trade","Netherlands","Production","Other agglomerates","2016","23100"
"Forestry Production and Trade","Netherlands","Import Quantity","Other agglomerates","2016","5200"
"Forestry Production and Trade","Netherlands","Export Quantity","Other agglomerates","2016","7800"
"Forestry Production and Trade","Netherlands","Production","Sawnwood, coniferous","2016","125586"
"Forestry Production and Trade","Netherlands","Import Quantity","Sawnwood, coniferous","2016","2475800"
"Forestry Production and Trade","Netherlands","Export Quantity","Sawnwood, coniferous","2016","398800"
"Forestry Production and Trade","Netherlands","Production","Sawnwood, non-coniferous all","2016","58235"
"Forestry Production and Trade","Netherlands","Import Quantity","Sawnwood, non-coniferous all","2016","293000"
"Forestry Production and Trade","Netherlands","Export Quantity","Sawnwood, non-coniferous all","2016","63800"
"Forestry Production and Trade","Netherlands","Production","Veneer sheets","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Veneer sheets","2016","28100"
"Forestry Production and Trade","Netherlands","Export Quantity","Veneer sheets","2016","4600"
"Forestry Production and Trade","Netherlands","Production","Plywood","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Plywood","2016","533800"
"Forestry Production and Trade","Netherlands","Export Quantity","Plywood","2016","68500"
"Forestry Production and Trade","Netherlands","Production","Particle board","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Particle board","2016","399300"
"Forestry Production and Trade","Netherlands","Export Quantity","Particle board","2016","61000"
"Forestry Production and Trade","Netherlands","Production","OSB","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","OSB","2016","94300"
"Forestry Production and Trade","Netherlands","Export Quantity","OSB","2016","8600"
"Forestry Production and Trade","Netherlands","Production","Hardboard","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Hardboard","2016","50400"
"Forestry Production and Trade","Netherlands","Export Quantity","Hardboard","2016","7800"
"Forestry Production and Trade","Netherlands","Production","MDF/HDF","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","MDF/HDF","2016","393700"
"Forestry Production and Trade","Netherlands","Export Quantity","MDF/HDF","2016","132100"
"Forestry Production and Trade","Netherlands","Production","Other fibreboard","2016","30000"
"Forestry Production and Trade","Netherlands","Import Quantity","Other fibreboard","2016","63200"
"Forestry Production and Trade","Netherlands","Export Quantity","Other fibreboard","2016","4700"
"Forestry Production and Trade","Netherlands","Production","Mechanical wood pulp","2016","45000"
"Forestry Production and Trade","Netherlands","Import Quantity","Mechanical wood pulp","2016","6500"
"Forestry Production and Trade","Netherlands","Export Quantity","Mechanical wood pulp","2016","900"
"Forestry Production and Trade","Netherlands","Production","Semi-chemical wood pulp","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Semi-chemical wood pulp","2016","50600"
"Forestry Production and Trade","Netherlands","Export Quantity","Semi-chemical wood pulp","2016","58700"
"Forestry Production and Trade","Netherlands","Production","Chemical wood pulp","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Chemical wood pulp","2016","2293114"
"Forestry Production and Trade","Netherlands","Export Quantity","Chemical wood pulp","2016","1978516"
"Forestry Production and Trade","Netherlands","Production","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","1100"
"Forestry Production and Trade","Netherlands","Export Quantity","Chemical wood pulp, sulphate, unbleached","2016","200"
"Forestry Production and Trade","Netherlands","Production","Chemical wood pulp, sulphate, bleached","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","2287214"
"Forestry Production and Trade","Netherlands","Export Quantity","Chemical wood pulp, sulphate, bleached","2016","1975216"
"Forestry Production and Trade","Netherlands","Production","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Netherlands","Export Quantity","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Netherlands","Production","Chemical wood pulp, sulphite, bleached","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","4800"
"Forestry Production and Trade","Netherlands","Export Quantity","Chemical wood pulp, sulphite, bleached","2016","3100"
"Forestry Production and Trade","Netherlands","Production","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Dissolving wood pulp","2016","9400"
"Forestry Production and Trade","Netherlands","Export Quantity","Dissolving wood pulp","2016","800"
"Forestry Production and Trade","Netherlands","Production","Pulp from fibres other than wood","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Pulp from fibres other than wood","2016","14100"
"Forestry Production and Trade","Netherlands","Export Quantity","Pulp from fibres other than wood","2016","1000"
"Forestry Production and Trade","Netherlands","Production","Recovered paper","2016","2285000"
"Forestry Production and Trade","Netherlands","Import Quantity","Recovered paper","2016","2361800"
"Forestry Production and Trade","Netherlands","Export Quantity","Recovered paper","2016","2673300"
"Forestry Production and Trade","Netherlands","Production","Newsprint","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Newsprint","2016","297000"
"Forestry Production and Trade","Netherlands","Export Quantity","Newsprint","2016","79200"
"Forestry Production and Trade","Netherlands","Production","Printing and writing papers","2016","725000"
"Forestry Production and Trade","Netherlands","Import Quantity","Printing and writing papers","2016","568300"
"Forestry Production and Trade","Netherlands","Export Quantity","Printing and writing papers","2016","770600"
"Forestry Production and Trade","Netherlands","Production","Printing and writing papers, uncoated, mechanical","2016","0"
"Forestry Production and Trade","Netherlands","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","92600"
"Forestry Production and Trade","Netherlands","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","120000"
"Forestry Production and Trade","Netherlands","Production","Printing and writing papers, uncoated, wood free","2016","486000"
"Forestry Production and Trade","Netherlands","Import Quantity","Printing and writing papers, uncoated, wood free","2016","271700"
"Forestry Production and Trade","Netherlands","Export Quantity","Printing and writing papers, uncoated, wood free","2016","266500"
"Forestry Production and Trade","Netherlands","Production","Printing and writing papers, coated","2016","239000"
"Forestry Production and Trade","Netherlands","Import Quantity","Printing and writing papers, coated","2016","204000"
"Forestry Production and Trade","Netherlands","Export Quantity","Printing and writing papers, coated","2016","384100"
"Forestry Production and Trade","Netherlands","Production","Other paper and paperboard","2016","1946000"
"Forestry Production and Trade","Netherlands","Import Quantity","Other paper and paperboard","2016","1510700"
"Forestry Production and Trade","Netherlands","Export Quantity","Other paper and paperboard","2016","1354544"
"Forestry Production and Trade","Netherlands","Production","Household and sanitary papers","2016","112000"
"Forestry Production and Trade","Netherlands","Import Quantity","Household and sanitary papers","2016","41000"
"Forestry Production and Trade","Netherlands","Export Quantity","Household and sanitary papers","2016","25800"
"Forestry Production and Trade","Netherlands","Production","Wrapping and packaging paper and paperboard","2016","1834000"
